raw_substance,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
N. meningitidis serogroup W polysaccharide PSW,ent_019723,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. meningitidis serogroup W polysaccharide PSW conjugated to tetanus toxoid TT,ent_019725,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. meningitidis serogroup Y polysaccharide PSY,ent_019728,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N. meningitidis serogroup Y polysaccharide PSY conjugated to tetanus toxoid TT,ent_019729,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
"N.N-Decan-1,10 decandiyldi-14H-pyridinyl-4-ylidenebis-1-octanaminedihydrochloride",ent_019806,0.7,mint,"Same chemical name with minor spelling/spacing variation, treated as one substance",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"N.N-Decan-1,10decandiyldi-14H-pyridinyl-4-ylidenebis1octanamidedihydrochloride",ent_019806,0.7,mint,"Same chemical name with minor spelling/spacing variation, treated as one substance",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N.N-Dimethylimidodicarbonimidic diamide hydrochloride,ent_009821,0.9,mint,"N,N-Dimethylimidodicarbonimidic diamide is the chemical name for metformin",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N.meningitidis serogroup A polysaccharide PSA,ent_019712,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N.meningitidis serogroup A polysaccharide PSA conjugated to tetanus toxoid TT,ent_010713,0.5,token_idf,Single component Neisseria meningitidis group A polysaccharide conjugated to tetanus toxoid; matches the generic single-component entry rather than multivalent combos.,model,2026-08-18T15:59:36Z,claude-sonnet-5,substance-assign-v2
N.meningitidis serogroup C polysaccharide PSC,ent_019718,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N.meningitidis serogroup C polysaccharide PSC conjugated to Corynebacterium diphteriae protein CRM-197,ent_010711,0.8,token_idf,"Both are N. meningitidis polysaccharide (serogroup C) conjugated to CRM197, matching candidate 3 (oligosaccharide/polysaccharide conjugated to CRM197).",model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
N.meningitidis serogroup C polysaccharide PSC conjugated to Corynebacterium diphtheriae protein CRM-197,ent_010711,0.85,token_idf,"Meningococcal C polysaccharide/oligosaccharide conjugated to CRM197 matches candidate 3, which specifies N. meningitidis oligosaccharide conjugated to diphtheria CRM197 (the same conjugate technology, e.g., Meningitec).",model,2026-08-18T09:19:15Z,claude-sonnet-5,substance-assign-v2
N.meningitidis serogroup C polysaccharide PSC conjugated to tetanus toxoid TT,ent_010713,0.6,exact,"Serogroup C polysaccharide conjugated to tetanus toxoid matches the single-component entry #1 best, as it's not a combination product like the others which include multiple serogroups.",model,2026-08-18T15:59:33Z,claude-sonnet-5,substance-assign-v2
N.meningitidis serogroup W polysaccharide PSW,ent_019723,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N.meningitidis serogroup W polysaccharide PSW conjugated to tetanus toxoid TT,ent_019725,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N.meningitidis serogroup Y polysaccharide PSY,ent_019728,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N.meningitidis serogroup Y polysaccharide PSY conjugated to tetanus toxoid TT,ent_019729,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N.meningitidis serogroup Y polysaccharide conjugated to tetanus toxoid TT,ent_010713,0.5,token_idf,Single component N. meningitidis Y polysaccharide-TT conjugate best matches the generic single-serogroup entry rather than multi-component combos.,model,2026-08-18T09:19:11Z,claude-sonnet-5,substance-assign-v2
N.meningitidis serorgoup W polysaccharide PSW conjugated to tetanus toxoid TT,ent_019725,0.95,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
N03AX09,ent_008606,0.9,mint,ATC code N03AX09 corresponds to lacosamide,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N2 -L-alanyl-L-glutamine,ent_000443,0.95,token_idf,N2-L-alanyl-L-glutamine is the chemical name for alanyl-glutamine dipeptide.,model,2026-08-18T09:19:11Z,claude-sonnet-5,substance-assign-v2
"N2 3,6%",ent_010973,0.7,token_idf,"N2 denotes nitrogen gas, matching candidate 2.",model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
N2-L-Alanyl-Glutamine,ent_000443,0.95,token_idf,N2-L-Alanyl-Glutamine is the chemical name for alanyl-glutamine dipeptide.,model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
"N4,5Bis methanesulfonyl2methylbenzoyl guanidine hydrochloride monohydrate",ent_002847,0.4,mint,Benzoylguanidine derivative consistent with NHE inhibitor class such as cariporide,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
N8-GP 500U vial,ent_016352,1,registry,exact registry match: 'n8-gp',registry,2026-08-21T05:56:30Z,chembl+epar,substance-registry-v1
N8-GP rFVIII,ent_016352,1,registry,exact registry match: 'n8-gp',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NA The INN Expert group has confirmed not to assign an INN name for this well-established chemical name.,ent_021416,0.3,mint,No identifiable substance name provided; text describes lack of INN assignment rather than naming a substance.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NA-17.A2,ent_019814,0.5,mint,code name antigen,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NA17 Acetate,ent_019815,0.5,mint,"NA17 is a melanoma-associated antigen peptide; NA17 Acetate and NA17.A2 likely refer to the same peptide antigen, differing by salt form/naming convention.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NA17.A2,ent_019815,0.5,mint,"NA17 is a melanoma-associated antigen peptide; NA17 Acetate and NA17.A2 likely refer to the same peptide antigen, differing by salt form/naming convention.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NABILONE,ent_010513,1,registry,exact registry match: 'nabilone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NABUMETONE,ent_010517,1,registry,exact registry match: 'nabumetone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NABUREN Enema,ent_009766,0.6,token_idf,Naburen is a brand name for mesalazine (mesalamine) enema used in ulcerative colitis.,model,2026-08-18T15:59:33Z,claude-sonnet-5,substance-assign-v2
NAC 1.5g,ent_000228,0.95,token_idf,"NAC is the common abbreviation for N-acetylcysteine, i.e., Acetylcysteine.",model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
NAC 600mg cp,ent_000228,0.95,token_idf,"NAC is the common abbreviation for N-acetylcysteine, INN Acetylcysteine.",model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
NAC 7.5g,ent_000228,0.9,token_idf,"NAC is the common abbreviation for N-acetylcysteine, i.e. Acetylcysteine.",model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
NAC ProGelz NAC Oromucosal Liquid,ent_000228,0.9,token_idf,"NAC is the common abbreviation for N-acetylcysteine, i.e. Acetylcysteine",model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
NAC matching-placebo effervescent oral tablets,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
NACOM levodopa+cardidopa,ent_008895,0.9,token_idf,"NACOM is a levodopa+carbidopa combination product, matching the levodopa|carbidopa entry.",model,2026-08-18T09:19:05Z,claude-sonnet-5,substance-assign-v2
NACYSTELYN,ent_019885,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NADOLOL,ent_010526,1,registry,exact registry match: 'nadolol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NADROPARIN,ent_010529,1,registry,exact registry match: 'nadroparin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NADROPARIN CALCIUM,ent_010529,1,registry,exact registry match: 'nadroparin calcium',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NADROPARINA CALCICA,ent_010529,1,registry,exact registry match: 'nadroparina calcica',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NADROPARINE,ent_010529,0.97,token_idf,"Nadroparine is the INN base name, matching Nadroparin calcium (its salt form).",model,2026-08-18T09:19:06Z,claude-sonnet-5,substance-assign-v2
NADROPARINE CALCIQUE ASPEN 2 850 UI,ent_010529,0.98,token_idf,Nadroparine calcique is French for nadroparin calcium; Aspen is the manufacturer brand.,model,2026-08-18T09:19:12Z,claude-sonnet-5,substance-assign-v2
NADROPARINE CALCIQUE ASPEN 5 700 UI,ent_010529,0.98,token_idf,Nadroparine calcique is the French name for nadroparin calcium; Aspen is the brand/manufacturer.,model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
NAFARELIN ACETATE,ent_010533,1,registry,exact registry match: 'nafarelin acetate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NAFARELINA ACETATO,ent_010533,1,registry,exact registry match: 'nafarelina',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NAFCILLIN SODIUM,ent_010537,1,registry,exact registry match: 'nafcillin sodium',registry,2026-08-21T05:56:30Z,chembl+epar,substance-registry-v1
NAI-Acne 3 gel,ent_019816,0.4,mint,Unclear product/substance,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NALBUPHINE,ent_010558,1,registry,exact registry match: 'nalbuphine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALBUPHINE RENAUDIN 20 mg,ent_010558,1,registry,exact registry match: 'nalbuphine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALMEFENE,ent_010566,1,registry,exact registry match: 'nalmefene',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALOXEGOL,ent_010572,1,registry,exact registry match: 'naloxegol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALOXONE,ent_010574,1,registry,exact registry match: 'naloxone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"NALOXONE AGUETTANT 0,4 mg",ent_010574,1,registry,exact registry match: 'naloxone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALOXONE CLORIDRATO,ent_010574,1,registry,exact registry match: 'naloxone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALOXONE HYDROCHLORIDE,ent_010574,1,registry,exact registry match: 'naloxone hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALOXONE HYDROCHLORIDE DIHYDRATE,ent_010574,1,registry,exact registry match: 'naloxone hydrochloride dihydrate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALOXONE hydrochloride,ent_010574,1,registry,exact registry match: 'naloxone hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALTREXONA HIDROCLORURO,ent_010578,1,registry,exact registry match: 'naltrexona',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALTREXONE,ent_010578,1,registry,exact registry match: 'naltrexone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NALTREXONE HYDROCHLORIDE,ent_010578,1,registry,exact registry match: 'naltrexone hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NAMISOL,ent_019886,0.6,mint,Namisol is a brand of THC (dronabinol) tablets; same name spelled differently by case,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NANOBODY® Placebo,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
NANOBODY® Placebo; The placebo is a standard placebo formulation containing common excipients for NANOBODY drug products and is used by Sanofi for NANOBODY clinical studies.,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
NAP,ent_019817,0.5,mint,"Same code string in different case; NAP is an ambiguous development code (possibly davunetide), so kept as bare code.",model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
NAPHAZOLINE,ent_010601,1,registry,exact registry match: 'naphazoline',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NAPROXEN,ent_010610,1,registry,exact registry match: 'naproxen',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NAPROXEN SODIUM,ent_010610,1,registry,exact registry match: 'naproxen sodium',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NARCAN® (naloxone hydrochloride) nasal spray,ent_010574,1,registry,exact registry match: 'narcan',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NAROPEINE,ent_013805,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NAROPEINE 5 mg,ent_013805,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NAROPIN 2mg,ent_013805,1,registry,exact registry match: 'naropin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"NAROPIN 7,5 mg",ent_013805,1,registry,exact registry match: 'naropin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NASACORT 55 Mikrogramm,ent_016121,1,registry,exact registry match: 'nasacort',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NASONEX 50 micrograms,ent_010339,1,registry,exact registry match: 'nasonex',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NASTURTIUM OFFICINALE,ent_019888,0.85,mint,Nasturtium herb powder / officinale are the same plant substance,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NAT01,ent_019818,0.3,mint,Code name with no identifiable INN,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NAT02,ent_019819,0.3,mint,Development code with no known INN; identity cannot be resolved further.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NAT03,ent_019820,0.3,mint,Development code with no identifiable INN or established name,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NATALIZUMAB,ent_010638,1,registry,exact registry match: 'natalizumab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NATEGLINIDE,ent_010640,1,registry,exact registry match: 'nateglinide',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"NATISPRAY 0,30 mg",ent_010974,0.85,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NATRII CHLORIDUM,ent_014448,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"NATRIUM CHLORATUM 0,9% FRESENIUS, 9 mg",ent_014448,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NATRIUM SULFURICUM,ent_014500,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NAV-240,ent_019821,0.4,mint,Development code with no published INN identified,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NAVELBINE 10 mg,ent_016781,1,registry,exact registry match: 'navelbine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"NAVELBINE 20 mg, capsule molle",ent_016781,1,registry,exact registry match: 'navelbine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"NAVELBINE 30 mg, capsule molle",ent_016781,1,registry,exact registry match: 'navelbine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NAXIL 200 mg šumeće tablete,ent_010610,0.5,mint,"Brand name Naxil 200 mg effervescent tablets, likely naproxen sodium",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NAZARTINIB,ent_010664,1,registry,exact registry match: 'nazartinib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NBI-1065845,ent_019822,0.6,mint,"Development code, no INN known",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NBI-1117568,ent_001026,0.6,token_idf,NBI-1117568 is Neurocrine's code name that was later assigned INN apinocaltamide.,model,2026-08-18T09:19:11Z,claude-sonnet-5,substance-assign-v2
NBI-1117568 Placebo Capsule,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
NBI-1117570,ent_019823,0.6,mint,"Development code, no INN known",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NBI-74788,ent_003906,1,registry,exact registry match: 'nbi-74788',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NBI-827104,ent_001026,1,registry,exact registry match: 'nbi-827104',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NBI-921352,ent_017068,1,registry,exact registry match: 'nbi-921352',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NC0304 Phosphatidylcholine,ent_012302,0.9,token_idf,"String explicitly names Phosphatidylcholine, matching candidate 1.",model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
NCX-1000,ent_010669,0.9,exact,Exact match of code name NCX-1000.,model,2026-08-18T09:19:09Z,claude-sonnet-5,substance-assign-v2
ND0612,ent_019824,0.6,mint,Development code for a levodopa/carbidopa subcutaneous infusion product; no INN assigned to the combination code itself.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NDT-05-0038,ent_019825,0.5,mint,Development code with no published INN found; kept as bare code.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NE-180,ent_019826,0.4,mint,Development code with no identifiable INN found,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NEBCINE,ent_015859,0.8,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
NEBIDO,ent_015465,1,registry,exact registry match: 'nebido',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NEBIDO 1000 mg,ent_015465,1,registry,exact registry match: 'nebido',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NEBILET,ent_010677,1,registry,exact registry match: 'nebilet',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NEBIVOLOL,ent_010677,1,registry,exact registry match: 'nebivolol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
NEBIVOLOL HYDROCHLORIDE,ent_010677,1,registry,exact registry match: 'nebivolol hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
